article_id	talk_page_id	talk_page	thread_id	thread_title
66301	33406572	Talk:Lockheed_Martin_F-22_Raptor/Archive_6	56901	== Basic math inconsistency ==
66301	33406572	Talk:Lockheed_Martin_F-22_Raptor/Archive_6	56905	== F-22 vs Eurofighter Typhoon ==
66301	33406572	Talk:Lockheed_Martin_F-22_Raptor/Archive_6	56907	== Unit Cost ==
66301	33406572	Talk:Lockheed_Martin_F-22_Raptor/Archive_6	56910	== Fighter Mafia and Eurofighter Red Flag engagement ==
66301	33406572	Talk:Lockheed_Martin_F-22_Raptor/Archive_6	56915	== Reliability and Availability Figures ==
66301	33406572	Talk:Lockheed_Martin_F-22_Raptor/Archive_6	56918	== F-22 can not communicate with F-15E or F-16? They only can communicate with F-22 themselves. ==
66301	33406572	Talk:Lockheed_Martin_F-22_Raptor/Archive_6	56922	== 200 m/s rate of climb? ==
66301	33406572	Talk:Lockheed_Martin_F-22_Raptor/Archive_6	56925	== Mach 2.5 stated on &quot;Top Tens - Fighters&quot; Documentary ==
66301	33406572	Talk:Lockheed_Martin_F-22_Raptor/Archive_6	56932	== Changing referencing style ==
66301	33406572	Talk:Lockheed_Martin_F-22_Raptor/Archive_6	56934	== Removing restriction against ground attack ==
66301	33406572	Talk:Lockheed_Martin_F-22_Raptor/Archive_6	56945	== Hostage to the F-22 upgrades ==
66301	44043862	Talk:Lockheed_Martin_F-22_Raptor/Archive_7	56948	== Wynne and the UAE ==
66301	44043862	Talk:Lockheed_Martin_F-22_Raptor/Archive_7	56950	== A question about numbers ==
66301	44043862	Talk:Lockheed_Martin_F-22_Raptor/Archive_7	56952	== Removing the Washington Post article ==
66301	44043862	Talk:Lockheed_Martin_F-22_Raptor/Archive_7	56963	== Trimming the article ==
66301	44043862	Talk:Lockheed_Martin_F-22_Raptor/Archive_7	56965	== Removing this section ==
66301	44043862	Talk:Lockheed_Martin_F-22_Raptor/Archive_7	56968	== Some speed claims from Jay Miller and AFM August 2008 ==
66301	44043862	Talk:Lockheed_Martin_F-22_Raptor/Archive_7	56971	== Trim and compress ban on exports ==
66301	44043862	Talk:Lockheed_Martin_F-22_Raptor/Archive_7	56973	== Copy-editing and trimming ==
66301	44043862	Talk:Lockheed_Martin_F-22_Raptor/Archive_7	56980	== Moving the hypoxia-related content from the intro section to operational issues ==
66301	44043862	Talk:Lockheed_Martin_F-22_Raptor/Archive_7	56983	== Removing this statement? ==
66301	44043862	Talk:Lockheed_Martin_F-22_Raptor/Archive_7	56986	== Trimming or removing this segment ==
66301	44043862	Talk:Lockheed_Martin_F-22_Raptor/Archive_7	56989	== Modifying the lead ==
66301	44043862	Talk:Lockheed_Martin_F-22_Raptor/Archive_7	56993	== How to format Raptor 4001 ==
66301	44043862	Talk:Lockheed_Martin_F-22_Raptor/Archive_7	56997	== Is the USAF singular or plural? ==
66301	44043862	Talk:Lockheed_Martin_F-22_Raptor/Archive_7	57010	== Is this overcite? ==
66301	44043862	Talk:Lockheed_Martin_F-22_Raptor/Archive_7	57014	== Is this sentence grammatically correct? ==
66301	44043862	Talk:Lockheed_Martin_F-22_Raptor/Archive_7	57025	== Introduction date ==
66301	44043862	Talk:Lockheed_Martin_F-22_Raptor/Archive_7	57031	== Cheaper F-35 ==
66301	44043862	Talk:Lockheed_Martin_F-22_Raptor/Archive_7	57036	== Winner of the ATF competition ==
66301	44043862	Talk:Lockheed_Martin_F-22_Raptor/Archive_7	57038	== Use in combat ==
66301	44043862	Talk:Lockheed_Martin_F-22_Raptor/Archive_7	57040	== Interview with ACC General Hostage ==
66301	44043862	Talk:Lockheed_Martin_F-22_Raptor/Archive_7	57043	== Punctuation in picture captions? ==
66301	44043862	Talk:Lockheed_Martin_F-22_Raptor/Archive_7	57047	== Point of the quote boxes? ==
66301	44043862	Talk:Lockheed_Martin_F-22_Raptor/Archive_7	57049	== Paragraph Break ==
66301	44043862	Talk:Lockheed_Martin_F-22_Raptor/Archive_7	57055	== Rephrasing this section ==
66301	44043862	Talk:Lockheed_Martin_F-22_Raptor/Archive_7	57057	== Reassess article under GA criteria? ==
66301	66301	Talk:Lockheed_Martin_F-22_Raptor	57062	== Difference between ranges? ==
66301	66301	Talk:Lockheed_Martin_F-22_Raptor	57067	== Remove this bit ==
66301	66301	Talk:Lockheed_Martin_F-22_Raptor	57070	== 3.2A ==
66301	66301	Talk:Lockheed_Martin_F-22_Raptor	57072	== External links modified ==
45791006	45791006	User_talk:Chesney16~enwiki	57083	== Your account will be renamed ==
45791006	45791006	User_talk:Chesney16~enwiki	57086	== Renamed ==
45735762	45735762	User_talk:Alnawras~enwiki	57092	== Your account will be renamed ==
45735762	45735762	User_talk:Alnawras~enwiki	57095	== Renamed ==
43165160	43165160	User_talk:Kesu.khan35	57100	== June 2014 ==
46899038	46899038	User_talk:151.227.179.136	57104	== June 2015 ==
9311226	9311226	Talk:Northern_Whale	57112	==Fair use rationale for Image:TheGoodtheBadandtheQueen.jpg==
41277514	41277514	User_talk:Davebdw	57122	==Welcome!==
41277514	41277514	User_talk:Davebdw	57124	== Davebdw, you are invited on a Wikipedia Adventure! ==
45349481	45349481	User_talk:139.222.87.199	57132	==Recent edit to [[Aporia]]==
44097222	44097222	User_talk:182.253.73.184	57136	== October 2014 ==
22005173	22005173	User_talk:85.132.114.158	57142	== March 2009 ==
35048327	35048327	User_talk:Qwert4life	57156	== March 2012 ==
10485803	10485803	Talk:RenderMan	57165	== Links to other Renderman pages? ==
30586196	1149466	Talk:Lupinus	57176	== Sketch ==
30586196	1149466	Talk:Lupinus	57179	== Clare College Crest ==
30586196	1149466	Talk:Lupinus	57181	== Lupins - Edible? ==
30586196	1149466	Talk:Lupinus	57184	== Lupins as an Introduced Pest ==
30586196	1149466	Talk:Lupinus	57187	== Taxonomic classification of Lupinus ==
30586196	1149466	Talk:Lupinus	57189	== Lupinus as nectar source ==
30586196	1149466	Talk:Lupinus	57191	== Could not find this on the internet ==
30586196	1149466	Talk:Lupinus	57193	==Names==
30586196	1149466	Talk:Lupinus	57195	== Here is a paradox for you ==
30586196	1149466	Talk:Lupinus	57197	== Specimen from Israel ==
10577435	10577435	Talk:Raimond_Gaita	57205	== Ethnicity ==
10577435	10577435	Talk:Raimond_Gaita	57208	==Tidy up==
45198180	45198180	User_talk:Sandra0412	57212	== Deletion discussion about [[Milan Nikolić (born 1988)]] ==
45198180	45198180	User_talk:Sandra0412	57214	==Your contributed article, [[:Milan Nikolić (born 1988)]]==
45198180	45198180	User_talk:Sandra0412	57216	==[[Wikipedia:Criteria for speedy deletion|Speedy deletion]] nomination of [[:Milan Nikolić (born 1988)]]==
45198180	45198180	User_talk:Sandra0412	57218	== Blocked as a sockpuppet ==
29787477	29787477	User_talk:70.94.244.158	57222	== November 2010 ==
3556426	3556426	User_talk:Eusoffhall	57228	==Eusoff Hall==
3556426	3556426	User_talk:Eusoffhall	57230	==Image copyright problem with Image:200px-Eusoff_hall_front.jpg==
3556426	3556426	User_talk:Eusoffhall	57232	== [[List of Junior Common Rooms]] ==
3556426	3556426	User_talk:Eusoffhall	57234	==Image Tagging for [[:Image:Eusoff_hall_front.jpg]]==
32230751	32230751	User_talk:117.204.48.139	57238	== June 2011 ==
11761613	11761613	User_talk:Battles805	57243	=={{{header-text|Notability of [[:Micah Orion Miller]]}}}==
8085843	8085843	Talk:William_FitzWilliam_(Lord_Deputy)	57251	== POV ==
23125995	23125995	User_talk:74.33.209.45	57256	== June 2009 ==
34257004	34257004	User_talk:Ramadhan_Razif	57260	== A kitten for you! ==
9914360	9914360	User_talk:Bigevan1	57275	=={{{header-text|[[:Steve Sarkela]]}}}==
9914360	9914360	User_talk:Bigevan1	57277	== Your edits to [[Goaltender]] ==
42152123	42152123	User_talk:Vishal_Bhuiyar	57289	== Welcome ==
32400695	32400603	Talk:2011_Mumbai_bombings	57295	== 2011 Mumbai bombings ==
32400695	32400603	Talk:2011_Mumbai_bombings	57299	===Support===
32400695	32400603	Talk:2011_Mumbai_bombings	57313	===Oppose===
32400695	32400603	Talk:2011_Mumbai_bombings	57323	===Comment===
32400695	32400603	Talk:2011_Mumbai_bombings	57330	== Infobox terrorist attack question ==
32400695	32400603	Talk:2011_Mumbai_bombings	57336	== Ajmal Kasab's birthday? ==
32400695	32400603	Talk:2011_Mumbai_bombings	57344	== Pictures ==
32400695	32400603	Talk:2011_Mumbai_bombings	57348	== Background section not needed at this point ==
32400695	32400603	Talk:2011_Mumbai_bombings	57350	==Background==
32400695	32400603	Talk:2011_Mumbai_bombings	57355	== [[WP:QUOTEFARM]], [[WP:NOT#NEWS]] and [[WP:NOT#MEMORIAL]] ==
32400695	32400603	Talk:2011_Mumbai_bombings	57358	== Reactions section being reformatted unnecessarily ==
32400695	32400603	Talk:2011_Mumbai_bombings	57370	==Categories==
32400695	32400603	Talk:2011_Mumbai_bombings	57377	==Proposed edits==
32400695	32400603	Talk:2011_Mumbai_bombings	57384	==i criticize the 'reactions' section==
32400695	32400603	Talk:2011_Mumbai_bombings	57391	== Article moved ==
15673773	15673773	Talk:Knighton,_Powys/Comments	57399	==Assessment review==
11819063	11819063	User_talk:Zeebeejee	57409	==Image tagging for Image:SpencerSavage.gif==
11819063	11819063	User_talk:Zeebeejee	57411	==Unspecified source for [[:Image:Savageman.GIF]]==
46514021	46514021	User_talk:Lanie1992	57415	==License tagging for File:Cityofdrawers.jpg==
46984250	46984250	User_talk:104.157.185.168	57419	==Recent edit to [[Preston High School (Ontario)]]==
46115953	46115953	User_talk:Tinytune~enwiki	57424	== Your account will be renamed ==
46115953	46115953	User_talk:Tinytune~enwiki	57427	== Renamed ==
16719397	16719397	Talk:El_Nuevo_Cojo	57439	==Money Money==
31958093	31958093	User_talk:99.238.186.137	57445	== June 2011 ==
33723457	33723457	User_talk:94.7.72.26	57453	== November 2011 ==
42530151	5834388	Talk:The_Original_7ven	57460	== Move? ==
42530151	5834388	Talk:The_Original_7ven	57470	==Move back to [[The Time (band)]]==
43916409	43916409	User_talk:195.199.15.246	57478	== September 2014 ==
38239182	38239182	User_talk:46.233.72.72	57483	== January 2013 ==
34156270	34156270	User_talk:117.194.102.154	57488	== December 2011 ==
41593730	41593730	User_talk:Spiritualbrunch	57496	== Your submission at [[Wikipedia:Articles for creation|Articles for creation]]: [[Wikipedia talk:Articles for creation/Ed Weeks|Ed Weeks]] (January 9) ==
15968998	15968998	User_talk:Trumper1824	57502	==Use of Wikipedia==
15968998	15968998	User_talk:Trumper1824	57504	==Unreferenced BLPs==
15968998	15968998	User_talk:Trumper1824	57506	== Nomination of [[:Christophe Bruno]] for deletion ==
33200946	33200946	User_talk:190.147.24.169	57510	== September 2011 ==
35852231	35852231	User_talk:94.168.80.132	57518	== May 2012 ==
35852231	35852231	User_talk:94.168.80.132	57521	== May 2012 ==
10351662	10351662	User_talk:168.169.148.172	57530	==Your edit to [[:Battle of Antietam]]==
11317410	11317410	Talk:Mysterium_(Scriabin)	57539	== Requested move ==
11317410	11317410	Talk:Mysterium_(Scriabin)	57549	== &quot;Fortean aggregate&quot;? ==
36490006	36490006	User_talk:Revdan2655	57563	== Welcome ==
36490006	36490006	User_talk:Revdan2655	57566	==[[Wikipedia:Criteria for speedy deletion|Speedy deletion]] nomination of [[:Dan Wheeler organist]]==
36490006	36490006	User_talk:Revdan2655	57568	==[[Wikipedia:Criteria for speedy deletion|Speedy deletion]] nomination of [[:Organist Dan Wheeler]]==
36490006	36490006	User_talk:Revdan2655	57570	==[[Wikipedia:Criteria for speedy deletion|Speedy deletion]] nomination of [[:Wurlitzer Dan Wheeler Organist]]==
36490006	36490006	User_talk:Revdan2655	57572	==[[Wikipedia:Criteria for speedy deletion|Speedy deletion]] nomination of [[:Wheeling Nailers Dan Wheeler]]==
36490006	36490006	User_talk:Revdan2655	57574	==[[Wikipedia:Criteria for speedy deletion|Speedy deletion]] nomination of [[:Dan L. Wheeler]]==
36490006	36490006	User_talk:Revdan2655	57576	== Please stop ==
36490006	36490006	User_talk:Revdan2655	57578	== July 2012 ==
29726679	29726679	User_talk:Guyfrtv	57583	==[[Wikipedia:Criteria for speedy deletion|Speedy deletion]] nomination of [[:Musicreview unsigned]]==
19768883	19768883	User_talk:71.184.101.189	57587	== October 2008 ==
25683860	25683860	User_talk:75.105.204.3	57592	== January 2010 ==
20090784	20090784	User_talk:69.176.229.36	57597	== May 2009 ==
18680200	18680200	User_talk:Starkid1	57602	==Proposed deletion of [[Luke Duval]]==
18680200	18680200	User_talk:Starkid1	57604	== [[Wikipedia:Changing_username#Lukeduval_.E2.86.92_Starkid1]] ==
20517265	20517265	User_talk:74.92.85.137	57609	== December 2008 ==
21553026	21553026	Talk:Palatinate-Birkenfeld-Gelnhausen	57621	== Factual correctness ==
39958315	39958315	User_talk:206.116.206.231	57629	== July 2013 ==
38920108	38920108	User_talk:173.30.149.230	57633	== March 2013 ==
24892972	24892972	User_talk:Dhughes6	57638	==[[Wikipedia:Criteria for speedy deletion|Speedy deletion]] nomination of [[:David Hughes (Legend)]]==
24892972	24892972	User_talk:Dhughes6	57640	== October 2009 ==
15801917	15801917	User_talk:67.188.23.67	57648	== Steve Seskin ==
35997888	35997888	User_talk:86.128.233.255	57657	== May 2012 ==
21926420	21926420	User_talk:Flubberdubbe	57662	==Speedy deletion of [[:Parkourex]]==
21926420	21926420	User_talk:Flubberdubbe	57665	== December 2009 ==
21926420	21926420	User_talk:Flubberdubbe	57671	== April 2010 ==
42701310	42701310	User_talk:76.27.52.166	57684	== May 2014 ==
10524868	10524868	Talk:Ready_Steady_Go!	57690	== Infobox image ==
10524868	10524868	Talk:Ready_Steady_Go!	57692	==Fair use rationale for Image:RSG Screenshot2.jpg==
10524868	10524868	Talk:Ready_Steady_Go!	57694	== Mistake in Description ==
10524868	10524868	Talk:Ready_Steady_Go!	57698	==Removed deadlink and included new references==
20147203	20147203	User_talk:203.191.197.105	57702	== November 2008 ==
19523654	19523654	User_talk:82.7.56.143	57711	== October 2008 ==
46555739	46555739	User_talk:KeithTRommel	57716	== Welcome! ==
46555739	46555739	User_talk:KeithTRommel	57719	== April 2015 ==
17845543	17845543	User_talk:Bikeman24	57728	==Speedy deletion of [[:Ohel Bikeathon]]==
45049562	45049562	User_talk:162.127.23.76	57732	== January 2015 ==
14160450	14160450	Talk:In_Your_Mind_(album)	57738	==Requested move==
2342480	2342480	Talk:Raljon,_Maryland	57748	==Comment==
46044795	46044795	User_talk:Paulo123~enwiki	57764	== Your account will be renamed ==
46044795	46044795	User_talk:Paulo123~enwiki	57767	== Renamed ==
23646642	23646642	User_talk:75.131.79.126	57777	== July 2009 ==
8035915	8035915	User_talk:Mgdiggs	57785	==Image copyright information==
8035915	8035915	User_talk:Mgdiggs	57787	== Please don't remove the no-source/no-license templates. ==
35729422	35729422	User_talk:Erikjuradosulc	57797	==[[Wikipedia:Criteria for speedy deletion|Speedy deletion]] nomination of [[:Dj James Dibono]]==
17547246	17547246	User_talk:75.15.98.110	57804	== May 2008 ==
17547246	17547246	User_talk:75.15.98.110	57809	== In the middle of a rewrite on [[Jackie Collins]] ==
39749650	39749650	User_talk:188.223.109.177	57819	== June 2013 ==
26517166	26517166	User_talk:Corncheeser152415	57825	==[[Wikipedia:Criteria for speedy deletion|Speedy deletion]] nomination of [[:Cool rockets]]==
43074226	43074226	User_talk:98.248.71.109	57829	== Welcome to Wikipedia! ==
31602610	31602610	User_talk:69.110.144.83	57833	== April 2011 ==
22667883	22667883	User_talk:78.150.107.109	57840	== May 2009 ==
44918264	44918264	User_talk:2601:0:4080:65:78C0:28FB:40B7:2CE2	57848	==[[Wikipedia talk:Articles for creation/Doctor Shelby]] concern==
44918264	44918264	User_talk:2601:0:4080:65:78C0:28FB:40B7:2CE2	57850	==Your draft article, [[Wikipedia talk:Articles for creation/Doctor Shelby]]==
30587184	30587184	User_talk:71.221.98.234	57854	== January 2011 ==
23328301	23328301	User_talk:Milerabotnik	57863	== June 2009 ==
10941601	10941601	Talk:Zilog_Z8000	57869	== &quot;Normal&quot; memory address range? ==
20707994	20707994	User_talk:浙太湖	57874	==关于所谓[[http://zh.wikipedia.org/wiki/零八宪章 零八宪章]]的讨论==
20707994	20707994	User_talk:浙太湖	57876	===弱智的X奴声嘶力竭地做秀？（X=洋。原来在维基百科X奴是发不出来的敏感词汇？谁搞的？）===
20707994	20707994	User_talk:浙太湖	57878	===建议条目开放，让大家编辑===
20707994	20707994	User_talk:浙太湖	57880	==Speedy deletion of [[:Talk:Charter 08]]==
37880246	37880246	User_talk:Rise99	57885	==Re:Fathers as attachment figures==
45778351	45778351	User_talk:Bugeja_kurt~enwiki	57889	== Your account will be renamed ==
45778351	45778351	User_talk:Bugeja_kurt~enwiki	57892	== Renamed ==
17678480	17678480	User_talk:75.174.245.215	57897	== May 2008 ==
45394738	45394738	User_talk:180.191.74.34	57903	== February 2015 ==
31242033	31242033	User_talk:75.93.49.199	57908	== March 2011 ==
31242033	31242033	User_talk:75.93.49.199	57911	== May 2011 ==
31242033	31242033	User_talk:75.93.49.199	57914	== November 2011 ==
31242033	31242033	User_talk:75.93.49.199	57917	== January 2012 ==
31242033	31242033	User_talk:75.93.49.199	57921	== June 2012 ==
25584294	25584294	User_talk:24.6.131.4	57931	== December 2009 ==
8651641	8651641	User_talk:172.146.212.114	57941	==[[Archmere Academy]]==
11828411	11828411	Talk:Walking_Away_(Craig_David_song)	57954	==Fair use rationale for Image:Walking Away.jpg==
37565984	37565984	User_talk:67.184.41.15	57958	== November 2012 ==
40342664	40342664	User_talk:MikeDKnight	57964	== Possibly unfree [[:File:Aerial shot of Saint Michael's College.jpg]] ==
10247487	10247487	User_talk:Turok_26	57973	====Regarding edits made during [[March 25]] [[2007]] ([[UTC]]) to [[Richard Nixon]]====
10247487	10247487	User_talk:Turok_26	57975	== Personal attacks ==
10247487	10247487	User_talk:Turok_26	57977	====Regarding edits made during [[March 25]] [[2007]] ([[UTC]]) to [[List of Dragon Ball special abilities]]====
8547508	8547508	Talk:Nuclear_Suppliers_Group	57983	=Need to Break Out Section on India Situation=
8547508	8547508	Talk:Nuclear_Suppliers_Group	57985	= NPOV Issue =
8547508	8547508	Talk:Nuclear_Suppliers_Group	57988	= Is India a member of NSG now? =
8547508	8547508	Talk:Nuclear_Suppliers_Group	57992	== Factual error: No pledge was made by India, only a reaffirmation of an existing position. ==
8547508	8547508	Talk:Nuclear_Suppliers_Group	57994	== Map update needed ==
8784829	8784829	User_talk:67.164.25.111	57998	==Your edit to [[:Wrong]]==
19853539	19853539	User_talk:76.71.168.57	58002	== October 2008 ==
45599676	45599676	User_talk:Zxuiji	58008	== March 2015 ==
4400772	4400772	User_talk:REBARRET	58015	==Image copyright problem with Image:GOOSSIP_7_WOHO.jpg==
40724642	40724642	User_talk:24.236.92.153	58023	== October 2013 ==
45813686	45813686	User_talk:David_villa~enwiki	58033	== Your account will be renamed ==
45813686	45813686	User_talk:David_villa~enwiki	58036	== Renamed ==
19238543	19238543	User_talk:98.224.46.28	58041	== September 2008 ==
34938361	34938361	User_talk:66.166.28.123	58045	== Welcome! ==
34938361	34938361	User_talk:66.166.28.123	58047	== March 2012 ==
29842380	29842380	User_talk:207.118.165.8	58051	== December 2010 ==
7891563	7891563	Talk:Brion_James	58056	==This page needs sections==
7891563	7891563	Talk:Brion_James	58058	==Career Cut Short==
7891563	7891563	Talk:Brion_James	58062	==Brion==
2017210	2017210	Talk:List_of_dynamical_systems_and_differential_equations_topics	58073	==untitled==
31420416	31420416	User_talk:Fritzthekatz	58080	==Welcome==
44323022	44323022	User_talk:Charlesnnaji	58084	== Welcome! ==
44323022	44323022	User_talk:Charlesnnaji	58086	==[[Wikipedia:Criteria for speedy deletion|Speedy deletion]] nomination of [[:Greatness Jones]]==
20779454	20779454	User_talk:Yram101	58093	== Welcome ==
306239	306239	User_talk:Necron~enwiki	58098	== Nomination of [[:Vecna]] for deletion ==
306239	306239	User_talk:Necron~enwiki	58100	== Your account will be renamed ==
306239	306239	User_talk:Necron~enwiki	58103	== Renamed ==
24346937	24346937	User_talk:24.9.58.184	58108	== September 2009 ==
16576695	16576695	User_talk:81.149.98.31	58118	== March 2008 ==
47611911	47611911	User_talk:Elverson_wangwang	58123	== Welcome! ==
47611911	47611911	User_talk:Elverson_wangwang	58125	==[[Wikipedia:Criteria for speedy deletion|Speedy deletion]] nomination of [[:MDP CZ3004]]==
23233141	23233141	User_talk:Gigineverender	58132	== Welcome ==
45627779	45627779	User_talk:Tonyjlane	58152	==Welcome!==
24591816	24591816	User_talk:124.191.146.44	58163	== October 2009 ==
4476597	4476597	User_talk:Enochlau/Archive_2006d	58168	== Referencing of NSBHS notable alumni list ==
4476597	4476597	User_talk:Enochlau/Archive_2006d	58171	== [[Mathura Krish]] ==
4476597	4476597	User_talk:Enochlau/Archive_2006d	58175	== Interesting... ==
4476597	4476597	User_talk:Enochlau/Archive_2006d	58177	== Deletion of Baba Yetu article ==
4476597	4476597	User_talk:Enochlau/Archive_2006d	58182	== Page Deletion ==
4476597	4476597	User_talk:Enochlau/Archive_2006d	58185	==Fingers of Pyrex==
4476597	4476597	User_talk:Enochlau/Archive_2006d	58188	== Thank you ==
4476597	4476597	User_talk:Enochlau/Archive_2006d	58191	== [[Template:Infobox Aust school]] ==
4476597	4476597	User_talk:Enochlau/Archive_2006d	58194	==Re: Category:Hong Kong cultural icons==
4476597	4476597	User_talk:Enochlau/Archive_2006d	58198	== Protect Golbafan please!! ==
4476597	4476597	User_talk:Enochlau/Archive_2006d	58202	== My RFA ==
4476597	4476597	User_talk:Enochlau/Archive_2006d	58204	== Thanks ==
4476597	4476597	User_talk:Enochlau/Archive_2006d	58206	== Thank you for your support of my RfA ==
4476597	4476597	User_talk:Enochlau/Archive_2006d	58209	== Graphing software ==
4476597	4476597	User_talk:Enochlau/Archive_2006d	58213	== Hey! ==
4476597	4476597	User_talk:Enochlau/Archive_2006d	58217	== Les Twentyman ==
4476597	4476597	User_talk:Enochlau/Archive_2006d	58220	== Thanks for fixing my typo on my user page ==
4476597	4476597	User_talk:Enochlau/Archive_2006d	58222	== Editing ==
4476597	4476597	User_talk:Enochlau/Archive_2006d	58226	== courtney lowery entry ==
4476597	4476597	User_talk:Enochlau/Archive_2006d	58229	== Speedy deletion ==
4476597	4476597	User_talk:Enochlau/Archive_2006d	58232	== Our friend Billy ==
4476597	4476597	User_talk:Enochlau/Archive_2006d	58234	== Tai O Road ==
4476597	4476597	User_talk:Enochlau/Archive_2006d	58237	== University of Western Australia ==
4476597	4476597	User_talk:Enochlau/Archive_2006d	58239	== Deletion of 'Gobbet' article ==
4476597	4476597	User_talk:Enochlau/Archive_2006d	58242	== Christianity in Australia ==
4476597	4476597	User_talk:Enochlau/Archive_2006d	58245	== Centro Bankstown ==
4476597	4476597	User_talk:Enochlau/Archive_2006d	58247	== [[Shanghai metro]] ==
4476597	4476597	User_talk:Enochlau/Archive_2006d	58251	== [[Fayette County Productions]] ==
4476597	4476597	User_talk:Enochlau/Archive_2006d	58253	== Cantonese wikipedia ==
4476597	4476597	User_talk:Enochlau/Archive_2006d	58255	== DaGizza's RfA ==
17603494	17603494	Talk:Live_Search_Cashback	58261	== Criticism section ==
17603494	17603494	Talk:Live_Search_Cashback	58263	==Image copyright problem with Image:Windows Live Search logo.png==
19845884	19845884	User_talk:Matty_follis	58274	== October 2008 ==
19845884	19845884	User_talk:Matty_follis	58275	===Your edits to [[June 19]]===
45723094	45723094	User_talk:Abruno~enwiki	58287	== Your account will be renamed ==
45723094	45723094	User_talk:Abruno~enwiki	58290	== Renamed ==
1736513	1736513	Talk:New_Zealand_national_cricket_team	58299	==Untitled==
1736513	1736513	Talk:New_Zealand_national_cricket_team	58302	==Underarm delivery==
1736513	1736513	Talk:New_Zealand_national_cricket_team	58304	==NPOV??==
1736513	1736513	Talk:New_Zealand_national_cricket_team	58306	==Copyvio pic?==
1736513	1736513	Talk:New_Zealand_national_cricket_team	58310	== Matches this year ==
1736513	1736513	Talk:New_Zealand_national_cricket_team	58312	==All Rounders Double==
1736513	1736513	Talk:New_Zealand_national_cricket_team	58315	== New link ==
1736513	1736513	Talk:New_Zealand_national_cricket_team	58317	== adding links to scorecards ==
1736513	1736513	Talk:New_Zealand_national_cricket_team	58319	==Injury==
1736513	1736513	Talk:New_Zealand_national_cricket_team	58321	==Current Squad==
1736513	1736513	Talk:New_Zealand_national_cricket_team	58323	==Fair use rationale for Image:Black caps.gif==
1736513	1736513	Talk:New_Zealand_national_cricket_team	58325	==Squad Tracker==
1736513	1736513	Talk:New_Zealand_national_cricket_team	58327	== Timing of Updates ==
1736513	1736513	Talk:New_Zealand_national_cricket_team	58329	== This article was the source of a news article ==
1736513	1736513	Talk:New_Zealand_national_cricket_team	58331	== Ross Taylor's appointment ==
9852671	9852671	Talk:James_IV_of_Majorca	58346	== Citations and sources? ==
29197060	29197060	User_talk:184.76.136.232	58350	== October 2010 ==
31005963	31005963	User_talk:201.48.235.187	58355	== February 2011 ==
13995069	13995069	User_talk:59.152.90.107	58360	== November 2007 ==
45891115	45891115	User_talk:Ivan0602~enwiki	58364	== Your account will be renamed ==
45891115	45891115	User_talk:Ivan0602~enwiki	58367	== Renamed ==
5760894	5760894	User_talk:GideonF	58388	==Meta analysis==
42040083	42040083	User_talk:Fluffernutter/Archive_17	58456	== [[m:Special:MyLanguage/Tech/News/2014/08|Tech News: 2014-08]] ==
42040083	42040083	User_talk:Fluffernutter/Archive_17	58459	== March GOCE copyedit drive ==
42040083	42040083	User_talk:Fluffernutter/Archive_17	58463	== ''The Signpost'': 19 February 2014 ==
42040083	42040083	User_talk:Fluffernutter/Archive_17	58466	== [[m:Special:MyLanguage/Tech/News/2014/09|Tech News: 2014-09]] ==
42040083	42040083	User_talk:Fluffernutter/Archive_17	58469	== ''The Signpost'': 26 February 2014 ==
42040083	42040083	User_talk:Fluffernutter/Archive_17	58472	== WimpyKid1966 ==
42040083	42040083	User_talk:Fluffernutter/Archive_17	58475	== [[m:Special:MyLanguage/Tech/News/2014/10|Tech News: 2014-10]] ==
42040083	42040083	User_talk:Fluffernutter/Archive_17	58478	== AfC Submission ==
42040083	42040083	User_talk:Fluffernutter/Archive_17	58482	== ''(test) The Signpost'': 05 March 2014 ==
42040083	42040083	User_talk:Fluffernutter/Archive_17	58485	== [[m:Special:MyLanguage/Tech/News/2014/11|Tech News: 2014-11]] ==
42040083	42040083	User_talk:Fluffernutter/Archive_17	58488	== ''The Signpost'': 12 March 2014 ==
42040083	42040083	User_talk:Fluffernutter/Archive_17	58491	== Discretionary sanctions 2013 review: Draft v3 ==
42040083	42040083	User_talk:Fluffernutter/Archive_17	58493	== [[m:Special:MyLanguage/Tech/News/2014/12|Tech News: 2014-12]] ==
42040083	42040083	User_talk:Fluffernutter/Archive_17	58496	== Your signature ==
42040083	42040083	User_talk:Fluffernutter/Archive_17	58499	== ''The Signpost'': 19 March 2014 ==
42040083	42040083	User_talk:Fluffernutter/Archive_17	58502	== [[m:Special:MyLanguage/Tech/News/2014/13|Tech News: 2014-13]] ==
42040083	42040083	User_talk:Fluffernutter/Archive_17	58505	== RE ==
42040083	42040083	User_talk:Fluffernutter/Archive_17	58507	== ''The Signpost'': 26 March 2014 ==
42040083	42040083	User_talk:Fluffernutter/Archive_17	58510	== How do I...?==
42040083	42040083	User_talk:Fluffernutter/Archive_17	58513	== [[m:Special:MyLanguage/Tech/News/2014/14|Tech News: 2014-14]] ==
42040083	42040083	User_talk:Fluffernutter/Archive_17	58516	== RE: My Ban ==
42040083	42040083	User_talk:Fluffernutter/Archive_17	58520	== GOCE March drive wrapup ==
42040083	42040083	User_talk:Fluffernutter/Archive_17	58523	== Recent oversight of IP edits ==
